age,job,marital,education,balance,day,month,duration,campaign,pdays,previous,outcome,y
59,admin,married,primary,86061,17,apr,3300,6,1,3,unknown,no
78,management,divorced,primary,3017,10,jan,4004,7,2,3,unknown,yes
30,retired,married,secondary,37203,2,jan,582,7,-1,9,unknown,no
28,management,divorced,tertiary,54473,3,sep,459,7,7,6,failure,yes
71,student,single,tertiary,50123,13,apr,135,4,9,7,unknown,yes
33,blue-collar,single,secondary,46260,17,jan,1976,2,29,3,failure,no
25,management,married,tertiary,43938,27,feb,977,2,19,7,failure,yes
76,retired,single,primary,55929,3,oct,283,7,21,0,unknown,yes
74,unemployed,divorced,secondary,83265,10,jul,2897,7,17,8,failure,no
57,admin,single,tertiary,91966,28,feb,2398,7,19,6,failure,no
76,technician,divorced,secondary,35372,8,jan,4112,8,27,3,unknown,yes
19,blue-collar,divorced,secondary,99728,4,oct,1238,3,24,7,unknown,yes
93,retired,single,tertiary,51252,13,sep,3466,5,28,9,failure,yes
27,student,divorced,tertiary,12628,29,may,2461,6,18,1,success,no
61,student,divorced,secondary,10501,7,apr,3166,8,5,7,success,yes
28,student,married,secondary,28131,7,apr,3704,8,3,9,success,yes
19,blue-collar,married,tertiary,87102,16,nov,2053,3,0,5,success,no
67,management,married,secondary,87360,27,jan,779,4,17,6,failure,yes
29,blue-collar,single,tertiary,66348,5,mar,2134,6,22,6,unknown,no
40,student,married,secondary,96348,28,jan,2236,4,1,1,success,no
35,unemployed,divorced,secondary,90862,17,may,1639,4,13,1,unknown,yes
79,retired,single,secondary,7402,10,may,419,5,5,3,success,no
79,technician,single,tertiary,89861,4,sep,1826,7,3,5,success,yes
55,technician,single,primary,53956,23,aug,3138,2,21,3,success,yes
84,blue-collar,single,tertiary,49920,14,may,3689,2,8,5,unknown,no
55,student,divorced,secondary,24000,5,may,4955,9,7,4,unknown,no
84,admin,divorced,primary,87795,2,jul,206,4,21,5,success,no
78,unemployed,married,primary,65462,14,dec,3390,5,12,8,unknown,yes
18,blue-collar,single,secondary,64392,24,feb,3870,3,20,5,success,yes
62,student,married,tertiary,3988,18,jul,3796,2,26,5,failure,no
45,management,divorced,primary,72279,27,jan,2534,8,11,7,unknown,yes
38,technician,single,primary,54999,24,may,2180,4,-1,4,success,no
30,technician,divorced,tertiary,67674,29,dec,4210,1,14,4,failure,yes
44,unemployed,married,tertiary,79618,11,dec,4306,6,18,9,failure,yes
24,technician,divorced,primary,51426,16,jun,4227,6,6,0,success,yes
39,admin,single,tertiary,56824,18,nov,1397,2,15,5,failure,yes
91,student,single,primary,96910,27,oct,4249,2,4,0,failure,no
70,student,married,secondary,72399,16,jan,1446,8,0,7,success,yes
21,unemployed,single,tertiary,58659,21,sep,951,7,29,9,failure,no
40,student,divorced,primary,35790,4,sep,4021,2,11,8,failure,yes
87,unemployed,divorced,tertiary,93343,1,jan,1717,1,23,5,success,yes
93,student,divorced,tertiary,20118,14,apr,4242,8,6,8,success,no
50,admin,divorced,primary,50025,12,aug,3805,2,23,1,failure,yes
45,retired,married,secondary,57938,24,feb,3198,5,7,8,unknown,no
25,blue-collar,divorced,primary,3149,10,nov,4810,6,28,3,success,yes
18,blue-collar,married,tertiary,36079,28,aug,1596,1,11,2,unknown,yes
54,student,divorced,primary,484,19,oct,3733,2,16,0,success,yes
80,management,married,tertiary,53474,29,dec,3216,4,16,0,unknown,no
39,technician,divorced,primary,88727,4,sep,906,2,7,7,success,yes
87,admin,divorced,secondary,46601,20,sep,3750,6,0,1,failure,no
38,management,married,secondary,41809,21,jan,4058,4,2,0,failure,yes
52,management,single,secondary,18791,3,sep,2154,3,16,1,unknown,no
22,student,single,secondary,67343,25,apr,4924,6,15,2,unknown,no
77,admin,single,primary,24648,4,dec,1337,9,10,3,success,no
63,blue-collar,married,secondary,29090,30,dec,4106,8,14,8,success,no
67,technician,single,primary,88636,26,aug,2495,2,11,6,unknown,yes
65,blue-collar,single,tertiary,94485,15,sep,2974,3,9,4,unknown,no
23,management,married,tertiary,99477,11,mar,2442,2,12,4,failure,no
73,technician,single,tertiary,15857,16,jun,4473,7,8,5,unknown,yes
76,retired,single,secondary,60327,27,mar,360,9,21,0,failure,no
46,management,single,secondary,91386,4,jan,3064,1,26,5,unknown,yes
88,blue-collar,married,secondary,40967,6,oct,4737,3,25,5,failure,yes
94,blue-collar,married,tertiary,51709,8,jun,572,6,19,4,failure,yes
35,student,single,tertiary,65948,13,may,1955,4,17,9,failure,yes
19,blue-collar,single,tertiary,46861,23,mar,3044,1,22,8,success,no
25,admin,married,tertiary,66718,20,apr,1584,9,19,9,failure,yes
92,management,single,primary,18948,4,feb,2233,7,15,9,unknown,no
71,unemployed,married,primary,31782,5,dec,3292,7,7,4,unknown,yes
55,unemployed,single,secondary,48756,10,oct,3246,1,12,8,unknown,no
65,technician,married,secondary,80789,5,oct,1814,9,28,9,success,yes
44,blue-collar,divorced,tertiary,99031,12,apr,4041,8,3,6,failure,no
37,student,divorced,primary,66388,1,apr,1889,5,1,2,success,yes
29,student,married,primary,82528,29,mar,1899,4,20,8,failure,no
60,blue-collar,divorced,secondary,64809,24,jun,2655,1,6,9,unknown,no
78,admin,single,primary,5649,10,jan,2329,9,16,6,failure,no
48,student,married,secondary,27002,29,sep,3718,8,25,3,success,yes
78,unemployed,married,tertiary,32723,5,nov,1056,2,28,8,success,no
91,technician,single,tertiary,72314,19,oct,2129,4,1,5,success,no
84,management,single,secondary,88312,19,mar,1506,4,21,8,success,no
52,retired,married,tertiary,68085,20,mar,1630,7,0,3,unknown,yes
32,admin,single,tertiary,79399,12,dec,991,3,25,9,success,yes
33,student,married,primary,9809,23,mar,4590,8,9,1,success,no
30,management,single,primary,56169,16,jul,1193,7,26,8,success,no
52,retired,married,primary,6302,5,aug,3968,4,3,9,unknown,no
92,blue-collar,single,primary,6100,17,feb,702,9,23,3,failure,no
76,blue-collar,single,primary,66447,14,jan,1030,6,28,1,unknown,no
38,technician,divorced,secondary,75627,12,may,4921,3,5,6,unknown,yes
71,retired,divorced,secondary,72635,13,aug,2481,7,28,6,unknown,yes
92,blue-collar,divorced,primary,53020,21,mar,562,6,12,4,failure,yes
47,blue-collar,single,tertiary,3663,14,jun,366,8,27,4,success,yes
65,unemployed,married,tertiary,93440,5,mar,793,5,17,7,unknown,yes
52,student,single,secondary,91827,22,jun,3103,6,0,5,success,yes
55,technician,divorced,secondary,42649,30,dec,4731,1,24,0,success,no
48,management,single,secondary,45136,23,apr,986,8,7,3,failure,yes
41,blue-collar,divorced,tertiary,34104,5,nov,957,1,23,0,failure,no
66,unemployed,divorced,secondary,37137,29,jul,3595,3,23,4,unknown,yes
49,admin,married,tertiary,534,27,nov,854,2,8,4,failure,no
72,admin,married,secondary,65762,30,oct,1569,6,17,3,failure,no
75,management,divorced,tertiary,50445,18,jan,2256,8,15,8,failure,no
20,retired,divorced,secondary,7585,14,jan,3909,8,23,7,success,no
86,technician,single,secondary,90796,18,may,4103,7,5,9,failure,yes
27,unemployed,divorced,tertiary,90947,29,sep,4832,7,16,2,unknown,yes
42,student,single,secondary,96470,20,may,2222,8,4,4,failure,no
85,unemployed,divorced,primary,74438,1,apr,4176,5,25,5,unknown,no
78,admin,married,tertiary,34392,7,aug,237,3,7,4,unknown,no
46,admin,married,secondary,82267,29,may,3288,2,6,7,failure,no
36,management,divorced,tertiary,81324,17,jan,4282,3,25,4,success,yes
60,retired,single,secondary,29126,3,jul,4725,3,26,7,unknown,yes
83,retired,single,primary,40485,10,nov,1732,7,20,9,unknown,no
91,management,single,secondary,43798,7,apr,3061,1,20,9,unknown,no
78,unemployed,divorced,secondary,66310,27,oct,814,7,22,2,failure,no
60,admin,divorced,primary,7017,28,may,4709,6,7,4,unknown,no
42,unemployed,married,tertiary,23700,12,jun,1186,2,22,3,failure,no
37,unemployed,married,secondary,88680,22,jul,2225,1,-1,5,unknown,no
65,technician,divorced,secondary,93446,15,nov,984,9,29,2,success,yes
41,admin,married,primary,34507,23,feb,797,2,0,9,unknown,no
28,retired,single,tertiary,45679,21,jan,4162,4,20,3,failure,no
72,student,single,tertiary,90221,16,dec,543,9,22,3,failure,no
45,unemployed,divorced,primary,87938,8,mar,519,9,29,4,unknown,no
86,admin,single,primary,35232,6,oct,2546,1,2,5,failure,no
80,unemployed,divorced,secondary,93599,28,dec,1454,2,26,1,success,no
76,technician,single,primary,87661,4,jan,1058,2,18,9,failure,no
22,blue-collar,divorced,primary,22020,30,apr,2236,2,27,7,unknown,yes
68,admin,single,primary,95239,11,jun,1112,8,16,3,success,no
38,management,single,tertiary,55172,17,may,3406,8,8,6,failure,yes
29,blue-collar,married,primary,95305,2,nov,946,8,-1,6,unknown,no
67,unemployed,married,secondary,11746,28,apr,4030,4,8,9,failure,yes
21,management,married,secondary,61537,6,jul,135,8,7,1,unknown,yes
59,management,married,secondary,2094,4,nov,2593,7,21,6,failure,yes
55,management,married,primary,66466,3,nov,792,8,23,0,failure,yes
42,admin,married,tertiary,97067,7,jun,1136,1,11,1,success,no
31,retired,divorced,primary,28755,7,mar,1362,3,13,4,success,yes
92,unemployed,divorced,primary,93641,16,sep,554,6,16,7,failure,no
49,blue-collar,married,secondary,9552,2,may,2572,1,24,6,unknown,no
28,technician,divorced,primary,99754,8,oct,3403,4,11,2,unknown,no
78,retired,married,tertiary,57491,15,jan,2254,9,3,9,failure,no
35,unemployed,divorced,secondary,17779,27,jun,1366,7,29,8,failure,yes
44,admin,single,tertiary,27000,16,may,948,1,29,4,success,no
72,management,divorced,tertiary,83639,1,oct,103,6,0,2,failure,yes
71,technician,divorced,tertiary,51953,27,aug,1046,6,24,6,failure,yes
92,unemployed,divorced,primary,55564,10,apr,4026,2,5,3,unknown,no
38,blue-collar,single,primary,12102,7,dec,2614,6,7,0,success,no
61,unemployed,married,primary,-139,16,jan,3331,2,17,4,success,yes
22,retired,divorced,primary,41574,10,nov,963,8,12,7,failure,yes
58,student,divorced,secondary,30682,12,feb,3271,7,15,3,success,yes
76,retired,single,primary,76819,17,aug,837,6,18,6,unknown,no
71,unemployed,married,secondary,89133,13,oct,2458,6,18,7,failure,yes
91,technician,divorced,tertiary,75972,12,aug,881,9,9,8,failure,no
39,unemployed,single,secondary,91960,15,may,3188,9,20,8,unknown,yes
82,unemployed,married,primary,63185,14,jun,4519,2,3,4,success,yes
81,admin,married,secondary,72426,19,feb,2202,3,10,5,success,no
88,blue-collar,divorced,primary,46120,19,nov,3334,7,27,6,unknown,yes
21,technician,divorced,primary,36297,26,dec,2198,9,19,9,unknown,no
82,unemployed,divorced,secondary,6299,14,sep,211,6,7,1,unknown,yes
32,management,divorced,secondary,39348,18,jun,1215,1,27,8,unknown,no
93,blue-collar,single,tertiary,39384,30,dec,880,7,25,0,success,no
39,retired,single,tertiary,74693,26,sep,754,1,15,5,success,no
64,technician,divorced,tertiary,93299,29,nov,700,5,6,5,unknown,yes
63,retired,married,tertiary,30687,5,oct,2219,9,22,6,unknown,no
31,unemployed,divorced,tertiary,62577,20,mar,370,9,25,1,failure,no
67,retired,married,secondary,58047,29,jun,1732,1,6,5,failure,yes
37,retired,married,tertiary,8191,6,oct,801,6,27,5,success,no
67,admin,married,secondary,54884,18,may,989,3,10,8,failure,no
50,retired,single,tertiary,52911,14,sep,4771,9,28,7,failure,yes
76,management,married,primary,75303,4,oct,415,3,27,4,failure,yes
60,management,married,tertiary,81447,28,jan,2965,2,17,6,success,no
29,blue-collar,single,primary,92165,23,sep,3337,8,8,6,failure,yes
57,unemployed,married,secondary,98330,1,may,3612,3,22,4,unknown,yes
37,student,married,tertiary,90480,13,jan,1620,5,0,6,success,no
55,retired,divorced,secondary,41726,11,oct,1535,6,22,2,failure,yes
20,retired,married,tertiary,32623,3,aug,4344,1,26,6,success,yes
45,technician,married,secondary,81517,17,jul,2792,7,6,5,failure,no
73,admin,married,tertiary,48000,18,jun,572,7,29,5,success,yes
30,student,married,tertiary,69494,25,feb,4893,5,12,1,unknown,no
94,blue-collar,married,primary,78241,10,may,4856,9,17,1,failure,no
83,student,single,secondary,94172,16,mar,3655,2,2,6,failure,yes
54,retired,married,secondary,61027,21,feb,292,5,7,0,success,no
66,technician,married,secondary,56995,13,oct,4293,2,11,8,unknown,yes
83,unemployed,single,secondary,40876,20,jan,79,2,29,2,failure,no
53,admin,single,secondary,49070,12,sep,4232,9,7,5,unknown,no
71,unemployed,married,primary,88688,4,feb,4308,7,24,2,failure,yes
43,blue-collar,married,tertiary,64224,8,nov,1862,4,11,8,unknown,yes
92,student,married,primary,23365,12,jan,618,8,23,9,failure,no
89,blue-collar,divorced,secondary,27663,19,jul,959,4,14,6,success,no
57,retired,divorced,secondary,63436,15,sep,3278,1,24,0,success,no
60,blue-collar,married,tertiary,81275,28,jun,3735,3,20,3,unknown,yes
39,unemployed,single,primary,61211,16,aug,2213,1,-1,4,failure,yes
37,technician,married,tertiary,8909,12,nov,3574,2,6,6,failure,yes
25,blue-collar,single,tertiary,58883,20,jul,3996,2,27,6,unknown,no
46,management,single,primary,10713,18,sep,2477,7,7,4,failure,yes
57,technician,single,tertiary,10614,22,jul,3251,4,29,0,success,yes
47,student,married,primary,96097,12,jun,2168,9,22,4,failure,yes
72,admin,married,primary,18734,16,jan,3245,2,29,4,success,no
33,admin,single,secondary,28709,25,sep,2378,9,11,3,unknown,yes
63,retired,divorced,tertiary,20885,28,oct,1722,6,15,5,failure,no
79,retired,divorced,secondary,69622,20,may,1161,8,26,7,unknown,yes
24,management,divorced,tertiary,76267,11,feb,1889,7,20,9,success,yes
62,student,single,tertiary,84128,22,dec,2040,8,23,4,unknown,yes
76,unemployed,married,secondary,11341,20,nov,3971,9,7,7,unknown,yes
73,admin,single,secondary,37435,14,aug,3401,8,5,4,failure,no
65,admin,divorced,secondary,10976,2,apr,3309,6,21,2,unknown,no
44,admin,married,primary,80910,13,mar,1099,8,18,7,unknown,no
70,unemployed,single,tertiary,75869,14,jan,4018,8,21,3,failure,yes
90,admin,single,primary,3290,6,may,1688,2,8,2,unknown,no
52,blue-collar,divorced,tertiary,43812,12,mar,4132,2,19,2,success,no
68,student,single,tertiary,48528,7,apr,844,1,25,5,failure,no
54,technician,married,primary,56570,4,sep,1643,2,24,7,success,no
74,technician,divorced,primary,54399,28,nov,2333,7,3,9,failure,yes
25,management,divorced,tertiary,46437,27,jul,1263,3,15,4,unknown,yes
37,blue-collar,married,secondary,87122,7,nov,2934,4,0,0,success,no
70,admin,divorced,secondary,55907,13,may,3685,4,7,0,success,no
29,admin,single,secondary,79876,11,aug,215,4,0,2,success,yes
66,retired,single,secondary,46723,8,jun,4776,2,8,5,unknown,no
34,retired,divorced,tertiary,33655,27,oct,3657,6,25,1,success,no
81,management,married,secondary,53833,19,feb,2340,1,10,0,success,no
59,admin,single,secondary,78096,2,jul,1507,5,0,6,unknown,yes
46,management,married,secondary,21997,21,jan,2090,2,13,1,unknown,yes
36,blue-collar,single,tertiary,64876,18,mar,3378,9,23,7,unknown,yes
28,technician,single,primary,24013,26,dec,1116,2,1,1,success,no
67,admin,divorced,secondary,30862,21,jan,2740,6,0,0,success,no
88,student,divorced,tertiary,50448,10,jan,2161,4,5,9,success,no
75,unemployed,married,tertiary,85818,29,may,3256,6,26,1,failure,no
51,blue-collar,divorced,secondary,43608,6,jun,2968,2,7,1,success,yes
37,admin,single,primary,82612,24,dec,1148,2,9,6,success,yes
67,unemployed,single,primary,38894,22,mar,3176,7,27,0,failure,yes
27,student,married,primary,83201,4,mar,4253,3,20,2,failure,yes
49,retired,married,tertiary,48649,19,mar,3345,3,26,4,success,yes
69,management,single,secondary,60104,14,jan,3961,7,14,6,failure,no
32,retired,divorced,secondary,74459,14,may,1140,8,5,5,success,yes
20,technician,divorced,tertiary,37821,18,jan,2933,7,27,7,unknown,no
54,retired,married,secondary,45940,29,oct,2107,3,11,0,unknown,no
57,admin,married,secondary,8935,17,oct,2448,3,1,6,unknown,no
89,student,single,primary,87577,18,mar,827,7,9,8,unknown,yes
57,retired,single,secondary,10467,18,jun,1203,3,1,6,failure,yes
73,admin,married,secondary,9073,5,nov,3303,2,13,5,success,yes
40,technician,single,tertiary,5691,9,jun,844,7,6,8,failure,yes
28,unemployed,married,tertiary,44538,1,mar,2971,3,5,3,unknown,no
81,student,married,primary,22490,4,sep,1268,5,3,9,unknown,yes
25,retired,divorced,tertiary,13688,26,aug,4733,7,4,5,success,no
73,management,married,primary,96505,7,nov,4744,2,23,5,failure,no
77,management,single,primary,48650,11,mar,1629,8,17,9,unknown,no
27,student,divorced,secondary,11829,14,may,3530,2,26,2,failure,yes
56,management,divorced,primary,1086,10,may,803,4,1,6,success,no
45,retired,single,secondary,590,19,may,127,4,28,0,success,yes
66,retired,single,primary,37893,8,mar,951,8,9,7,failure,yes
53,student,single,tertiary,71396,3,may,2264,1,4,7,success,no
30,retired,married,tertiary,36176,8,may,19,9,25,7,failure,no
53,unemployed,divorced,tertiary,65484,29,apr,3638,6,22,8,failure,yes
43,admin,married,primary,96997,18,apr,1781,4,19,3,failure,yes
21,technician,married,primary,24295,5,feb,3834,6,12,5,unknown,no
81,unemployed,married,secondary,36131,20,sep,3131,6,15,6,unknown,yes
55,unemployed,married,secondary,42893,11,jul,4770,9,1,1,failure,yes
39,management,divorced,secondary,9924,9,jan,4834,4,27,5,success,yes
19,admin,divorced,secondary,8851,19,may,556,8,22,7,success,yes
48,student,married,primary,5734,12,feb,2244,1,2,3,unknown,no
28,management,single,primary,40681,27,oct,2983,6,7,4,failure,yes
63,admin,divorced,secondary,3293,5,jun,3563,5,11,7,unknown,no
79,retired,married,primary,51203,16,jul,2725,3,4,2,failure,yes
86,student,single,primary,11820,26,dec,4599,4,8,5,success,yes
81,student,single,primary,65827,25,feb,4833,8,18,0,success,yes
27,management,married,primary,45163,13,nov,4887,2,18,3,unknown,yes
57,retired,divorced,secondary,10391,6,jun,3331,8,24,5,success,yes
41,management,single,secondary,99002,16,mar,196,7,19,2,failure,no
61,blue-collar,divorced,primary,39970,18,sep,2828,1,11,0,success,yes
77,admin,divorced,tertiary,44823,17,apr,4839,2,21,5,success,yes
79,blue-collar,single,secondary,28796,12,mar,3988,7,12,2,unknown,yes
34,admin,married,secondary,97345,27,nov,2469,3,10,7,failure,no
82,technician,single,tertiary,81127,1,mar,1630,2,21,6,unknown,yes
74,unemployed,single,secondary,34389,7,feb,3278,1,11,6,unknown,no
72,student,divorced,tertiary,1352,14,dec,2038,7,8,7,success,yes
70,management,married,tertiary,81598,28,sep,2479,3,5,6,failure,no
73,technician,divorced,primary,26172,18,aug,4330,6,3,4,failure,no
26,technician,single,secondary,8937,23,may,4574,8,10,9,unknown,no
39,student,married,tertiary,91657,1,sep,2475,6,27,7,unknown,no
30,student,married,primary,78138,20,feb,4761,7,23,7,success,yes
65,admin,married,secondary,86672,10,jun,3309,6,0,7,failure,no
35,blue-collar,married,primary,64481,15,jul,3178,7,6,9,failure,yes
93,retired,married,primary,83348,29,jun,1387,5,24,5,success,no
57,admin,single,tertiary,71509,11,mar,641,9,6,1,unknown,no
34,retired,single,secondary,21552,4,oct,574,3,17,7,failure,no
32,technician,single,primary,12118,15,oct,3144,6,3,9,success,no
32,retired,divorced,tertiary,9290,21,oct,1721,9,28,0,unknown,no
80,blue-collar,married,tertiary,23123,30,sep,1018,1,6,8,success,yes
56,admin,married,primary,79919,16,dec,4058,5,8,8,failure,no
30,student,single,primary,57551,30,aug,3420,4,11,5,unknown,yes
49,blue-collar,married,tertiary,50136,26,aug,399,9,7,9,success,no
26,unemployed,divorced,primary,61886,15,aug,4690,1,5,5,success,no
57,blue-collar,married,primary,73902,17,sep,1456,4,18,5,success,no
37,unemployed,married,secondary,65333,23,jan,1595,1,18,3,failure,no
94,admin,divorced,tertiary,89992,11,aug,116,3,17,0,failure,yes
90,student,single,primary,42016,18,feb,382,4,9,0,failure,no
80,blue-collar,single,tertiary,19427,28,apr,4954,1,6,0,success,yes
93,unemployed,married,secondary,257,16,jan,2129,5,20,4,failure,yes
61,student,divorced,tertiary,65733,27,dec,1850,6,14,6,success,yes
55,management,single,tertiary,6222,15,jun,831,1,8,0,success,yes
77,management,single,tertiary,23187,29,oct,4968,4,4,0,success,yes
88,management,single,secondary,77688,11,jan,2700,4,8,5,unknown,yes
65,retired,married,secondary,18781,13,dec,2781,1,8,1,success,no
35,blue-collar,divorced,tertiary,99216,18,may,3481,2,23,1,failure,yes
33,admin,married,tertiary,9004,8,sep,2117,5,25,6,success,yes
72,admin,single,secondary,55600,9,jan,4482,2,17,8,failure,yes
56,retired,divorced,primary,23515,22,sep,2006,3,2,7,unknown,yes
85,admin,married,secondary,78952,11,apr,2571,9,17,1,unknown,yes
76,unemployed,single,tertiary,69688,17,mar,296,5,1,6,success,yes
79,management,single,primary,70708,1,aug,718,1,15,4,failure,no
30,blue-collar,married,primary,1185,30,jun,3136,5,12,9,unknown,no
23,admin,single,primary,88888,11,jul,3079,3,8,3,unknown,yes
94,admin,single,secondary,52476,7,sep,10,1,4,9,unknown,yes
77,technician,divorced,secondary,94279,8,may,4880,3,29,3,failure,no
31,technician,single,secondary,29212,19,feb,410,6,29,3,success,yes
71,technician,married,secondary,90154,25,mar,2939,5,14,8,success,no
21,blue-collar,divorced,tertiary,72697,4,mar,2654,1,7,6,unknown,no
56,management,married,primary,46533,4,apr,3186,2,19,6,success,no
89,student,single,tertiary,81003,19,oct,3450,5,10,3,unknown,yes
42,management,divorced,secondary,85125,24,jul,598,9,10,8,failure,no
94,management,divorced,secondary,35630,9,dec,823,5,26,7,success,no
49,blue-collar,divorced,tertiary,66606,17,oct,2397,5,12,9,failure,yes
76,unemployed,divorced,primary,72099,18,jun,4114,1,24,3,success,yes
80,unemployed,married,primary,88790,1,mar,312,5,0,5,failure,no
55,blue-collar,single,secondary,14585,14,jul,2974,8,8,3,failure,yes
70,technician,single,secondary,93833,4,apr,3738,9,2,0,success,yes
84,admin,divorced,secondary,47240,10,oct,2492,3,26,4,unknown,no
45,retired,single,secondary,12772,23,nov,1945,4,4,9,unknown,yes
20,retired,married,primary,77991,14,nov,230,7,28,2,failure,no
39,student,single,tertiary,69835,7,aug,3740,7,21,0,failure,yes
55,admin,married,primary,73724,12,jul,2672,1,26,1,unknown,no
89,student,married,tertiary,88299,22,jul,3454,6,27,1,success,yes
89,technician,single,secondary,96053,29,sep,3583,9,11,7,success,no
79,student,married,secondary,85091,27,aug,43,5,21,3,failure,yes
74,admin,married,tertiary,92859,16,dec,2924,8,12,2,success,no
23,admin,married,secondary,15938,5,jan,3693,9,2,3,failure,yes
49,retired,married,primary,19983,11,jul,2270,3,8,9,success,yes
27,unemployed,divorced,secondary,10874,4,mar,3457,1,8,0,failure,no
20,technician,single,secondary,88341,28,dec,2949,2,3,0,success,yes
76,blue-collar,divorced,secondary,58896,13,apr,2318,5,27,4,failure,no
93,student,married,secondary,44209,30,jun,3385,7,2,6,unknown,yes
66,retired,single,primary,30822,8,may,2294,6,10,8,unknown,yes
76,student,married,tertiary,18750,7,aug,2995,4,24,6,unknown,no
48,student,single,secondary,40083,11,feb,3638,9,20,4,unknown,yes
86,blue-collar,divorced,secondary,25946,11,may,4916,4,25,2,failure,no
79,technician,single,primary,-448,26,may,3367,3,12,7,success,yes
69,admin,married,primary,93585,17,mar,3284,5,5,6,failure,no
58,management,single,primary,71331,22,oct,2342,4,0,3,failure,yes
48,student,single,secondary,3271,14,may,170,2,12,0,failure,yes
39,management,divorced,tertiary,78201,2,apr,4341,3,8,2,success,no
21,technician,married,primary,63651,20,nov,1639,7,26,7,failure,yes
30,management,single,primary,99917,21,may,616,2,14,1,unknown,yes
62,student,divorced,primary,26994,8,oct,239,1,1,8,unknown,no
59,blue-collar,single,tertiary,25186,22,sep,4493,2,25,3,failure,yes
66,management,married,secondary,28267,27,jul,1856,8,6,6,unknown,no
37,technician,single,secondary,37140,2,jan,922,8,21,9,unknown,yes
94,technician,single,secondary,22935,21,mar,4887,2,26,6,success,yes
71,unemployed,single,primary,29748,15,sep,1904,6,15,7,failure,no
53,unemployed,single,secondary,88139,5,apr,3149,7,2,6,failure,no
18,blue-collar,married,primary,1837,6,apr,812,1,19,3,unknown,yes
32,management,divorced,tertiary,62875,17,oct,4999,7,28,6,failure,no
94,management,divorced,tertiary,99837,8,jun,1730,8,17,4,failure,yes
34,unemployed,single,secondary,60694,19,mar,831,9,13,9,unknown,yes
41,admin,married,primary,7610,5,mar,3424,8,18,6,unknown,no
75,retired,married,primary,26615,23,sep,2207,3,24,2,failure,no
89,technician,married,secondary,74644,19,may,4839,8,8,9,success,no
40,admin,married,tertiary,20347,14,jul,3432,3,28,6,unknown,no
63,technician,married,tertiary,32062,10,may,4908,6,8,6,failure,yes
89,admin,married,tertiary,53122,13,jun,3368,4,21,1,unknown,yes
25,unemployed,single,tertiary,46431,22,aug,2227,7,22,7,failure,no
76,unemployed,divorced,tertiary,71086,5,aug,2260,8,10,6,failure,yes
76,retired,divorced,secondary,26205,7,feb,4625,6,7,8,success,no
30,admin,single,secondary,16459,10,nov,2917,4,13,3,unknown,yes
56,technician,divorced,secondary,21750,11,sep,3520,8,27,8,success,no
45,management,married,tertiary,25729,3,oct,4380,7,16,0,unknown,yes
78,technician,married,tertiary,36585,13,dec,2708,8,18,4,success,yes
33,student,divorced,secondary,81698,30,dec,1820,7,-1,9,unknown,no
19,unemployed,married,secondary,43635,2,dec,648,3,1,6,success,yes
34,blue-collar,married,tertiary,42854,4,jun,188,3,6,3,success,no
47,blue-collar,divorced,primary,74226,3,jul,1222,9,5,6,unknown,no
30,unemployed,single,secondary,27104,15,mar,478,7,29,8,success,yes
30,student,divorced,tertiary,80293,4,apr,3062,1,13,4,success,yes
60,blue-collar,divorced,tertiary,12770,23,jun,2025,3,6,4,unknown,yes
38,unemployed,divorced,secondary,73993,21,jul,4612,1,13,1,unknown,no
72,blue-collar,divorced,primary,15957,4,jun,1888,6,25,4,failure,yes
57,unemployed,single,tertiary,53178,30,may,1550,2,20,7,unknown,yes
32,retired,single,secondary,93155,15,dec,2916,7,3,3,failure,no
90,management,married,tertiary,18828,6,feb,3255,8,10,1,success,yes
69,management,married,tertiary,15171,23,dec,2806,6,10,7,unknown,yes
91,technician,divorced,tertiary,97849,28,jul,33,5,24,3,failure,yes
70,student,married,tertiary,59465,30,may,295,4,7,4,unknown,yes
69,unemployed,single,primary,11146,27,dec,2500,9,19,6,failure,yes
47,admin,married,secondary,44266,5,sep,3779,8,7,4,failure,yes
50,technician,married,secondary,43939,12,nov,3576,5,13,9,unknown,no
74,technician,married,secondary,12202,7,apr,1429,1,13,3,success,yes
69,unemployed,divorced,secondary,35142,3,oct,2189,8,29,6,success,yes
26,unemployed,married,secondary,61828,7,dec,1987,8,27,3,failure,yes
71,technician,single,primary,85367,12,feb,4743,7,18,9,failure,no
18,technician,single,tertiary,57046,15,jul,2882,7,10,3,success,no
61,management,single,tertiary,7849,19,jul,1709,8,3,1,unknown,yes
92,admin,single,secondary,57272,30,jan,2777,1,-1,4,unknown,no
26,technician,married,tertiary,18439,6,nov,3697,3,20,7,success,no
49,management,divorced,tertiary,80526,8,may,1547,4,17,3,success,no
32,technician,single,tertiary,76872,29,mar,462,6,9,1,success,yes
29,blue-collar,single,secondary,33344,6,sep,3315,9,29,8,failure,no
74,technician,divorced,secondary,86489,26,sep,3304,4,24,5,success,yes
25,unemployed,divorced,primary,51276,27,jul,513,6,16,2,success,no
89,student,single,secondary,3051,3,dec,4096,9,4,9,success,no
44,student,single,primary,47474,28,sep,3566,9,15,4,success,no
79,technician,divorced,secondary,73604,5,dec,3803,6,12,5,unknown,yes
29,retired,single,tertiary,14967,9,feb,3687,5,10,8,unknown,yes
82,blue-collar,single,primary,19773,24,nov,3938,3,23,4,success,no
